    0.10000E-03    0.11110E+03
    0.10202E-03    0.11325E+03
    0.10408E-03    0.11545E+03
    0.10618E-03    0.11768E+03
    0.10833E-03    0.11996E+03
    0.11052E-03    0.12229E+03
    0.11275E-03    0.12466E+03
    0.11503E-03    0.12707E+03
    0.11735E-03    0.12954E+03
    0.11972E-03    0.13204E+03
    0.12214E-03    0.13460E+03
    0.12461E-03    0.13721E+03
    0.12712E-03    0.13987E+03
    0.12969E-03    0.14258E+03
    0.13231E-03    0.14534E+03
    0.13499E-03    0.14815E+03
    0.13771E-03    0.15102E+03
    0.14049E-03    0.15395E+03
    0.14333E-03    0.15693E+03
    0.14623E-03    0.15997E+03
    0.14918E-03    0.16307E+03
    0.15220E-03    0.16623E+03
    0.15527E-03    0.16944E+03
    0.15841E-03    0.17272E+03
    0.16161E-03    0.17607E+03
    0.16487E-03    0.17948E+03
    0.16820E-03    0.18295E+03
    0.17160E-03    0.18649E+03
    0.17507E-03    0.19010E+03
    0.17860E-03    0.19378E+03
    0.18221E-03    0.19753E+03
    0.18589E-03    0.20136E+03
    0.18965E-03    0.20525E+03
    0.19348E-03    0.20923E+03
    0.19739E-03    0.21328E+03
    0.20138E-03    0.21740E+03
    0.20544E-03    0.22161E+03
    0.20959E-03    0.22590E+03
    0.21383E-03    0.23027E+03
    0.21815E-03    0.23472E+03
    0.22255E-03    0.23926E+03
    0.22705E-03    0.24389E+03
    0.23164E-03    0.24860E+03
    0.23632E-03    0.25341E+03
    0.24109E-03    0.25831E+03
    0.24596E-03    0.26330E+03
    0.25093E-03    0.26839E+03
    0.25600E-03    0.27358E+03
    0.26117E-03    0.27887E+03
    0.26645E-03    0.28425E+03
    0.27183E-03    0.28975E+03
    0.27732E-03    0.29534E+03
    0.28292E-03    0.30105E+03
    0.28864E-03    0.30686E+03
    0.29447E-03    0.31279E+03
    0.30042E-03    0.31882E+03
    0.30649E-03    0.32498E+03
    0.31268E-03    0.33125E+03
    0.31899E-03    0.33764E+03
    0.32544E-03    0.34416E+03
    0.33201E-03    0.35079E+03
    0.33872E-03    0.35756E+03
    0.34556E-03    0.36445E+03
    0.35254E-03    0.37148E+03
    0.35966E-03    0.37864E+03
    0.36693E-03    0.38594E+03
    0.37434E-03    0.39337E+03
    0.38190E-03    0.40095E+03
    0.38962E-03    0.40867E+03
    0.39749E-03    0.41653E+03
    0.40552E-03    0.42455E+03
    0.41371E-03    0.43271E+03
    0.42207E-03    0.44104E+03
    0.43060E-03    0.44952E+03
    0.43929E-03    0.45816E+03
    0.44817E-03    0.46696E+03
    0.45722E-03    0.47593E+03
    0.46646E-03    0.48506E+03
    0.47588E-03    0.49437E+03
    0.48550E-03    0.50386E+03
    0.49530E-03    0.51352E+03
    0.50531E-03    0.52336E+03
    0.51552E-03    0.53339E+03
    0.52593E-03    0.54361E+03
    0.53656E-03    0.55402E+03
    0.54739E-03    0.56462E+03
    0.55845E-03    0.57542E+03
    0.56973E-03    0.58642E+03
    0.58124E-03    0.59763E+03
    0.59299E-03    0.60904E+03
    0.60496E-03    0.62067E+03
    0.61719E-03    0.63251E+03
    0.62965E-03    0.64457E+03
    0.64237E-03    0.65685E+03
    0.65535E-03    0.66936E+03
    0.66859E-03    0.68209E+03
    0.68210E-03    0.69506E+03
    0.69588E-03    0.70827E+03
    0.70993E-03    0.72172E+03
    0.72427E-03    0.73542E+03
    0.73891E-03    0.74936E+03
    0.75383E-03    0.76356E+03
    0.76906E-03    0.77801E+03
    0.78460E-03    0.79273E+03
    0.80045E-03    0.80771E+03
    0.81662E-03    0.82296E+03
    0.83311E-03    0.83849E+03
    0.84994E-03    0.85429E+03
    0.86711E-03    0.87038E+03
    0.88463E-03    0.88675E+03
    0.90250E-03    0.90342E+03
    0.92073E-03    0.92038E+03
    0.93933E-03    0.93764E+03
    0.95831E-03    0.95521E+03
    0.97767E-03    0.97308E+03
    0.99742E-03    0.99127E+03
    0.10176E-02    0.10098E+04
    0.10381E-02    0.10286E+04
    0.10591E-02    0.10478E+04
    0.10805E-02    0.10672E+04
    0.11023E-02    0.10871E+04
    0.11246E-02    0.11072E+04
    0.11473E-02    0.11277E+04
    0.11705E-02    0.11486E+04
    0.11941E-02    0.11698E+04
    0.12182E-02    0.11914E+04
    0.12429E-02    0.12133E+04
    0.12680E-02    0.12356E+04
    0.12936E-02    0.12583E+04
    0.13197E-02    0.12814E+04
    0.13464E-02    0.13048E+04
    0.13736E-02    0.13286E+04
    0.14013E-02    0.13529E+04
    0.14296E-02    0.13775E+04
    0.14585E-02    0.14025E+04
    0.14880E-02    0.14279E+04
    0.15180E-02    0.14538E+04
    0.15487E-02    0.14800E+04
    0.15800E-02    0.15067E+04
    0.16119E-02    0.15338E+04
    0.16445E-02    0.15613E+04
    0.16777E-02    0.15893E+04
