    0.10000E-03    0.25458E+03
    0.10202E-03    0.25951E+03
    0.10408E-03    0.26454E+03
    0.10618E-03    0.26966E+03
    0.10833E-03    0.27489E+03
    0.11052E-03    0.28021E+03
    0.11275E-03    0.28564E+03
    0.11503E-03    0.29117E+03
    0.11735E-03    0.29681E+03
    0.11972E-03    0.30256E+03
    0.12214E-03    0.30842E+03
    0.12461E-03    0.31440E+03
    0.12712E-03    0.32048E+03
    0.12969E-03    0.32669E+03
    0.13231E-03    0.33302E+03
    0.13499E-03    0.33947E+03
    0.13771E-03    0.34604E+03
    0.14049E-03    0.35274E+03
    0.14333E-03    0.35957E+03
    0.14623E-03    0.36653E+03
    0.14918E-03    0.37363E+03
    0.15220E-03    0.38086E+03
    0.15527E-03    0.38823E+03
    0.15841E-03    0.39575E+03
    0.16161E-03    0.40341E+03
    0.16487E-03    0.41122E+03
    0.16820E-03    0.41918E+03
    0.17160E-03    0.42729E+03
    0.17507E-03    0.43555E+03
    0.17860E-03    0.44398E+03
    0.18221E-03    0.45257E+03
    0.18589E-03    0.46133E+03
    0.18965E-03    0.47025E+03
    0.19348E-03    0.47935E+03
    0.19739E-03    0.48862E+03
    0.20138E-03    0.49807E+03
    0.20544E-03    0.50770E+03
    0.20959E-03    0.51752E+03
    0.21383E-03    0.52752E+03
    0.21815E-03    0.53772E+03
    0.22255E-03    0.54812E+03
    0.22705E-03    0.55871E+03
    0.23164E-03    0.56951E+03
    0.23632E-03    0.58051E+03
    0.24109E-03    0.59173E+03
    0.24596E-03    0.60316E+03
    0.25093E-03    0.61481E+03
    0.25600E-03    0.62668E+03
    0.26117E-03    0.63878E+03
    0.26645E-03    0.65111E+03
    0.27183E-03    0.66368E+03
    0.27732E-03    0.67649E+03
    0.28292E-03    0.68954E+03
    0.28864E-03    0.70285E+03
    0.29447E-03    0.71640E+03
    0.30042E-03    0.73022E+03
    0.30649E-03    0.74430E+03
    0.31268E-03    0.75865E+03
    0.31899E-03    0.77327E+03
    0.32544E-03    0.78817E+03
    0.33201E-03    0.80336E+03
    0.33872E-03    0.81883E+03
    0.34556E-03    0.83460E+03
    0.35254E-03    0.85066E+03
    0.35966E-03    0.86703E+03
    0.36693E-03    0.88371E+03
    0.37434E-03    0.90071E+03
    0.38190E-03    0.91803E+03
    0.38962E-03    0.93568E+03
    0.39749E-03    0.95366E+03
    0.40552E-03    0.97198E+03
    0.41371E-03    0.99064E+03
    0.42207E-03    0.10097E+04
    0.43060E-03    0.10290E+04
    0.43929E-03    0.10488E+04
    0.44817E-03    0.10689E+04
    0.45722E-03    0.10894E+04
    0.46646E-03    0.11102E+04
    0.47588E-03    0.11315E+04
    0.48550E-03    0.11531E+04
    0.49530E-03    0.11752E+04
    0.50531E-03    0.11977E+04
    0.51552E-03    0.12205E+04
    0.52593E-03    0.12439E+04
    0.53656E-03    0.12676E+04
    0.54739E-03    0.12918E+04
    0.55845E-03    0.13164E+04
    0.56973E-03    0.13415E+04
    0.58124E-03    0.13670E+04
    0.59299E-03    0.13931E+04
    0.60496E-03    0.14196E+04
    0.61719E-03    0.14465E+04
    0.62965E-03    0.14740E+04
    0.64237E-03    0.15020E+04
    0.65535E-03    0.15305E+04
    0.66859E-03    0.15595E+04
    0.68210E-03    0.15890E+04
    0.69588E-03    0.16191E+04
    0.70993E-03    0.16497E+04
    0.72427E-03    0.16808E+04
    0.73891E-03    0.17126E+04
    0.75383E-03    0.17449E+04
    0.76906E-03    0.17777E+04
    0.78460E-03    0.18112E+04
    0.80045E-03    0.18452E+04
    0.81662E-03    0.18799E+04
    0.83311E-03    0.19151E+04
    0.84994E-03    0.19510E+04
    0.86711E-03    0.19875E+04
    0.88463E-03    0.20247E+04
    0.90250E-03    0.20625E+04
    0.92073E-03    0.21010E+04
    0.93933E-03    0.21401E+04
    0.95831E-03    0.21800E+04
    0.97767E-03    0.22205E+04
    0.99742E-03    0.22617E+04
    0.10176E-02    0.23036E+04
    0.10381E-02    0.23462E+04
    0.10591E-02    0.23896E+04
    0.10805E-02    0.24337E+04
    0.11023E-02    0.24785E+04
    0.11246E-02    0.25241E+04
    0.11473E-02    0.25705E+04
    0.11705E-02    0.26176E+04
    0.11941E-02    0.26655E+04
    0.12182E-02    0.27143E+04
    0.12429E-02    0.27638E+04
    0.12680E-02    0.28141E+04
    0.12936E-02    0.28652E+04
    0.13197E-02    0.29172E+04
    0.13464E-02    0.29700E+04
    0.13736E-02    0.30237E+04
    0.14013E-02    0.30782E+04
    0.14296E-02    0.31336E+04
    0.14585E-02    0.31899E+04
    0.14880E-02    0.32470E+04
    0.15180E-02    0.33051E+04
    0.15487E-02    0.33640E+04
    0.15800E-02    0.34239E+04
    0.16119E-02    0.34846E+04
    0.16445E-02    0.35463E+04
    0.16777E-02    0.36090E+04
    0.17116E-02    0.36725E+04
    0.17462E-02    0.37370E+04
    0.17814E-02    0.38025E+04
    0.18174E-02    0.38689E+04
    0.18541E-02    0.39363E+04
    0.18916E-02    0.40046E+04
    0.19298E-02    0.40739E+04
    0.19688E-02    0.41442E+04
    0.20086E-02    0.42155E+04
    0.20491E-02    0.42877E+04
    0.20905E-02    0.43610E+04
    0.21328E-02    0.44352E+04
    0.21758E-02    0.45105E+04
    0.22198E-02    0.45867E+04
    0.22646E-02    0.46639E+04
    0.23104E-02    0.47421E+04
    0.23571E-02    0.48214E+04
    0.24047E-02    0.49016E+04
    0.24533E-02    0.49829E+04
    0.25028E-02    0.50651E+04
    0.25534E-02    0.51483E+04
    0.26050E-02    0.52326E+04
