     2    0.13024E+04    0.63902E-01    0.16507E-05    0.38212E+01
     3    0.12041E+04    0.10087E+00    0.33021E-05    0.47628E+01
     4    0.11154E+04    0.10929E+00    0.55047E-05    0.48543E+01
     5    0.10478E+04    0.93175E-01    0.82594E-05    0.44538E+01
     6    0.99884E+03    0.66007E-01    0.11567E-04    0.38326E+01
     7    0.96477E+03    0.40371E-01    0.15429E-04    0.31598E+01
     8    0.94157E+03    0.22777E-01    0.19846E-04    0.25372E+01
     9    0.92670E+03    0.13676E-01    0.24820E-04    0.20134E+01
    10    0.91829E+03    0.10222E-01    0.30353E-04    0.16127E+01
    11    0.91444E+03    0.91479E-02    0.36445E-04    0.13418E+01
    12    0.91523E+03    0.84187E-02    0.43099E-04    0.11951E+01
    13    0.91842E+03    0.74220E-02    0.50317E-04    0.11451E+01
    14    0.92366E+03    0.64018E-02    0.58100E-04    0.11558E+01
    15    0.92979E+03    0.57226E-02    0.66451E-04    0.12025E+01
    16    0.93837E+03    0.55308E-02    0.75372E-04    0.12702E+01
    17    0.94922E+03    0.57091E-02    0.84865E-04    0.13444E+01
    18    0.96100E+03    0.60388E-02    0.94932E-04    0.14134E+01
    19    0.97452E+03    0.63936E-02    0.10557E-03    0.14724E+01
    20    0.98798E+03    0.67778E-02    0.11680E-03    0.15163E+01
    21    0.10022E+04    0.72951E-02    0.12860E-03    0.15532E+01
    22    0.10170E+04    0.80621E-02    0.14098E-03    0.15892E+01
    23    0.10321E+04    0.91062E-02    0.15395E-03    0.16278E+01
    24    0.10477E+04    0.10419E-01    0.16751E-03    0.16718E+01
    25    0.10639E+04    0.11990E-01    0.18165E-03    0.17168E+01
    26    0.10803E+04    0.13792E-01    0.19638E-03    0.17668E+01
    27    0.10972E+04    0.15793E-01    0.21171E-03    0.18209E+01
    28    0.11146E+04    0.17964E-01    0.22762E-03    0.18712E+01
    29    0.11322E+04    0.20326E-01    0.24414E-03    0.19199E+01
    30    0.11502E+04    0.22894E-01    0.26124E-03    0.19565E+01
    31    0.11682E+04    0.25644E-01    0.27895E-03    0.19887E+01
    32    0.11869E+04    0.28581E-01    0.29725E-03    0.20084E+01
    33    0.12058E+04    0.31678E-01    0.31615E-03    0.20127E+01
    34    0.12248E+04    0.34990E-01    0.33564E-03    0.20046E+01
